,months_as_customer,age,policy_state_OH,policy_state_IN,policy_state_IL,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex_MALE,insured_sex_FEMALE,insured_education_level_PhD,insured_education_level_Masters,insured_education_level_MD,insured_education_level_JD,insured_education_level_High School,insured_education_level_College,insured_education_level_Associate,insured_occupation_transport-moving,insured_occupation_tech-support,insured_occupation_sales,insured_occupation_protective-serv,insured_occupation_prof-specialty,insured_occupation_priv-house-serv,insured_occupation_other-service,insured_occupation_machine-op-inspct,insured_occupation_handlers-cleaners,insured_occupation_farming-fishing,insured_occupation_exec-managerial,insured_occupation_craft-repair,insured_occupation_armed-forces,insured_occupation_adm-clerical,insured_hobbies_yachting,insured_hobbies_video-games,insured_hobbies_sleeping,insured_hobbies_skydiving,insured_hobbies_reading,insured_hobbies_polo,insured_hobbies_paintball,insured_hobbies_movies,insured_hobbies_kayaking,insured_hobbies_hiking,insured_hobbies_golf,insured_hobbies_exercise,insured_hobbies_dancing,insured_hobbies_cross-fit,insured_hobbies_chess,insured_hobbies_camping,insured_hobbies_bungie-jumping,insured_hobbies_board-games,insured_hobbies_basketball,insured_hobbies_base-jumping,insured_relationship_wife,insured_relationship_unmarried,insured_relationship_own-child,insured_relationship_other-relative,insured_relationship_not-in-family,insured_relationship_husband,capital-gains,capital-loss,incident_year,incident_type_Vehicle Theft,incident_type_Single Vehicle Collision,incident_type_Parked Car,incident_type_Multi-vehicle Collision,collision_type_Side Collision,collision_type_Rear Collision,collision_type_Front Collision,collision_type_?,incident_severity_Trivial Damage,incident_severity_Total Loss,incident_severity_Minor Damage,incident_severity_Major Damage,authorities_contacted_Police,authorities_contacted_Other,authorities_contacted_None,authorities_contacted_Fire,authorities_contacted_Ambulance,incident_state_WV,incident_state_VA,incident_state_SC,incident_state_PA,incident_state_OH,incident_state_NY,incident_state_NC,incident_hour_of_the_day,number_of_vehicles_involved,property_damage_YES,property_damage_NO,property_damage_?,bodily_injuries,witnesses,police_report_available_YES,police_report_available_NO,police_report_available_?,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make_Volkswagen,auto_make_Toyota,auto_make_Suburu,auto_make_Saab,auto_make_Nissan,auto_make_Mercedes,auto_make_Jeep,auto_make_Honda,auto_make_Ford,auto_make_Dodge,auto_make_Chevrolet,auto_make_BMW,auto_make_Audi,auto_make_Accura,policy_age_during_incident_in_days,bodily_injured_maximum_coverage_per_accident,complete_maximum_coverage_per_accident,car_age,auto_region_US,auto_region_Sweden,auto_region_Japan,auto_region_Germany,auto_type_Truck,auto_type_Sedan,auto_type_SUV,auto_type_Hatchback,auto_type_Coupe,fraud_reported
10,-0.4464493287534536,-0.5509004573815703,0,0,1,0.3333333333333333,-1.5919333071342099,0.4545454545454546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015873015873015872,0.41548260656540914,2015,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3913043478260869,0.6666666666666667,0,1,0,1.0,0.3333333333333333,0,0,1,0.35110746513535684,0.6503785271851342,0.704647676161919,0.17628830483186045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.35617928633594426,1.0,1.0,0.4,1,0,0,0,1,0,0,0,0,N
11,0.7440530356095707,1.0964470354115632,0,0,1,1.0,-0.14786328623767778,0.09090909090909091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.41548260656540914,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6956521739130435,0.0,0,1,0,0.5,0.3333333333333333,1,0,0,-1.7184577522559474,-0.7494838265657261,-0.881559220389805,-1.7665557213359349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8745648389904265,1.0,1.0,0.7000000000000001,0,0,1,0,0,1,0,0,0,N
12,-1.6719664685389197,-1.978601617802286,0,1,0,0.3333333333333333,1.2340708241736547,0.09090909090909091,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-1.0543851053405193,2015,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8260869565217391,0.6666666666666667,1,0,0,1.0,0.0,1,0,0,1.2216570959803117,0.2690984170681349,0.2893553223388306,1.648571100654195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3301784160139251,0.0,0.0,0.05,0,0,0,0,0,0,0,0,1,N
13,0.7965751987432336,0.9866238692253543,1,0,0,0.3333333333333333,0.305799234086972,0.09090909090909091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9861111111111112,-0.7427731504164625,2015,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8695652173913043,0.3333333333333333,0,1,0,1.0,0.3333333333333333,1,0,0,0.9305988515176374,0.9036476256022024,0.9805097451274363,0.8180879146103524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9134029590948651,1.0,1.0,0.65,0,0,0,1,0,1,0,0,0,N
14,0.03500383330512239,-0.3312541250091525,1,0,0,1.0,-0.20196830622712159,0.5454545454545455,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.41548260656540914,2015,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6521739130434783,0.6666666666666667,1,0,0,0.0,0.3333333333333333,0,0,1,0.16767842493847415,0.6531314521679285,0.7076461769115442,-0.08217605876276828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.771431679721497,0.0,0.0,0.8,0,0,1,0,0,1,0,0,0,N
15,0.4551811383744251,0.21786170592189197,0,0,1,1.0,0.6521624339734899,0.6363636363636365,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9702380952380952,-0.8074473297403234,2015,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.21739130434782608,0.0,0,0,1,0.5,0.6666666666666666,0,1,0,0.18703855619360132,-0.04611149346180317,-0.053973013493253376,0.41133937794100767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9808529155787642,0.375,0.28571428571428575,0.05,1,0,0,0,0,0,1,0,0,Y
16,1.120461871400821,0.8768007030391454,0,0,1,1.0,-0.725218078734064,0.09090909090909091,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8234126984126984,0.41548260656540914,2015,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.9565217391304348,1.0,1,0,0,1.0,0.0,0,0,1,0.46136177194421657,0.6008258774948383,0.6506746626686657,0.36359462871571213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9260226283724978,0.0,0.0,0.25,1,0,0,0,0,0,1,0,0,Y
17,0.2888609551178261,0.10803853973568307,0,1,0,0.3333333333333333,-1.5519030436837185,0.09090909090909091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.6330230279274865,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2608695652173913,0.0,0,1,0,0.5,1.0,0,1,0,0.6621821164889253,0.055746730901582935,1.118440779610195,0.6831171812234592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7595735422106179,0.0,0.0,0.5,1,0,0,0,0,0,1,0,0,N
18,0.3588905059627099,0.21786170592189197,0,1,0,1.0,-0.191246653451861,0.09090909090909091,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.48412698412698413,-0.7702106810387065,2015,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.17391304347826086,0.0,1,0,0,0.0,0.3333333333333333,1,0,0,0.5184577522559475,0.0929112181693049,1.199400299850075,0.4448525192241478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0587467362924282,1.0,1.0,0.8,1,0,0,0,0,0,1,0,0,N
19,0.8666047495881173,1.2062702015977722,0,0,1,1.0,-1.747293781518589,0.5454545454545455,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.41548260656540914,2015,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.043478260869565216,1.0,1,0,0,0.5,0.6666666666666666,0,1,0,0.49680065627563574,0.7522367515485203,-0.0944527736131934,0.5908412716630322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7127937336814621,0.0,0.0,0.25,1,0,0,0,0,0,0,1,0,N
20,0.7440530356095707,0.6571543706667275,1,0,0,1.0,-0.1522926949131714,0.09090909090909091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9265873015873016,-1.0053895149436551,2015,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3913043478260869,0.0,0,1,0,1.0,0.3333333333333333,0,1,0,-1.804757998359311,-0.8774948382656572,-0.95952023988006,-1.8207276483415586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6115100087032203,0.375,0.28571428571428575,0.45,0,0,1,0,0,1,0,0,0,N
21,-0.30639022706368607,-0.11160779263673473,0,0,1,0.3333333333333333,1.232539159491475,0.09090909090909091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4623015873015873,0.41548260656540914,2015,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5217391304347826,0.6666666666666667,0,1,0,0.5,1.0,1,0,0,0.7015586546349467,-0.01169993117687543,0.9715142428785607,0.8056926431768622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.40143603133159267,0.0,0.0,0.15000000000000002,0,0,0,1,0,1,0,0,0,N
22,-0.9016414092451982,-1.3196626206850326,0,0,1,0.0,-1.1404647929759257,0.6363636363636365,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6111111111111112,-0.44096031357177856,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3913043478260869,0.0,0,1,0,0.5,0.0,0,1,0,-1.7237079573420837,-0.7894012388162422,-0.9340329835082459,-1.7445196832319523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6832027850304613,1.0,1.0,0.7000000000000001,0,0,1,0,0,1,0,0,0,N
23,1.5406391764701237,1.5357397001563988,0,0,1,1.0,-0.37910325690411645,0.6363636363636365,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.41548260656540914,2015,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0,1,0,0.0,1.0,0,1,0,-1.7063166529942575,-0.8403303509979353,-0.9190404797601199,-1.707792953058648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1513272410791993,0.375,0.28571428571428575,0.7000000000000001,0,1,0,0,0,0,0,1,0,N
24,2.1183829709404147,2.41432502964607,0,0,1,0.3333333333333333,-0.10518365685044245,0.09090909090909091,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9900793650793651,-0.8015678588926997,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.13043478260869565,0.0,1,0,0,1.0,0.0,1,0,0,0.4200164068908942,0.051617343427391604,1.1094452773613193,0.34844485251922414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6281549173194082,0.0,0.0,0.4,0,0,1,0,0,0,1,0,0,N
25,-0.3501586963417384,-0.11160779263673473,0,0,1,1.0,0.04785862233928586,0.09090909090909091,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.878968253968254,0.41548260656540914,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.17391304347826086,0.0,0,1,0,0.5,1.0,1,0,0,1.0598851517637409,1.5588437715072265,0.3448275862068966,0.9750946861012281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6861401218450827,0.375,0.28571428571428575,0.0,1,0,0,0,0,1,0,0,0,N
26,-1.102976367924239,-1.3196626206850326,1,0,0,0.0,-0.8168281852655399,0.09090909090909091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-0.8878000979911808,2015,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.17391304347826086,0.0,0,1,0,0.0,1.0,0,1,0,-1.6948318293683347,-0.8430832759807295,-0.8395802098950524,-1.7151382990933088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9132941688424717,1.0,1.0,0.30000000000000004,0,0,0,1,0,1,0,0,0,N
27,1.4443485440584085,1.5357397001563988,1,0,0,1.0,0.8350928726371117,0.09090909090909091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.41548260656540914,2015,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.43478260869565216,0.3333333333333333,1,0,0,0.5,1.0,0,1,0,0.665791632485644,0.05712319339298004,1.12143928035982,0.6867898542407896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7860095735422106,0.375,0.28571428571428575,0.15000000000000002,1,0,0,0,0,0,1,0,0,N
28,-1.3480797958813324,0.5473312044805186,1,0,0,1.0,-0.28848666259891853,0.09090909090909091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,-0.8740813326800588,2015,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6521739130434783,0.6666666666666667,0,0,1,0.5,0.6666666666666666,0,1,0,0.11156685808039377,-0.07777013076393668,0.8275862068965517,0.046367496843796624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5673411662315057,0.375,0.28571428571428575,0.35000000000000003,1,0,0,0,0,0,0,1,0,N
29,-1.2517891634696172,-1.5393089530574504,0,1,0,1.0,-1.118276353255695,0.09090909090909091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.41548260656540914,2015,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.043478260869565216,0.6666666666666667,1,0,0,0.5,0.0,0,1,0,-0.8328137817883511,-0.36269786648313834,-0.3988005997001499,-0.8043153907953633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6784160139251523,0.0,0.0,0.75,1,0,0,0,1,0,0,0,0,N
30,1.9870775631062578,1.6455628663426076,0,1,0,1.0,-0.4249290083412352,0.09090909090909091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.3035714285714286,0.41548260656540914,2015,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.17391304347826086,0.6666666666666667,0,0,1,1.0,0.0,0,0,1,0.1509433962264151,0.7962835512732278,-0.0704647676161919,0.0849305635257661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4852045256744995,1.0,1.0,0.4,1,0,0,0,0,0,1,0,0,N
